target_participant_id,target_datetime,source_participant_id,source_datetime,weight,interaction_category
Hope R,2023-01-08 02:52:39.841,Robert,2023-01-10 19:28:57.527,0.12826490568072524,response
Hope R,2023-01-08 02:52:39.841,Ada T,2023-01-10 19:29:00.548,0.12826148421049385,response
Hope R,2023-01-08 02:52:39.841,Steve W,2023-01-10 19:36:59.704,0.1277199638806547,response
Hope R,2023-01-08 02:52:39.841,Steve W,2023-01-10 19:37:19.358,0.1276978007022985,response
Hope R,2023-01-08 02:52:39.841,Kyle E,2023-01-10 19:38:15.669,0.12763432190677598,response
Hope R,2023-01-08 02:52:39.841,Ada T,2023-01-10 19:40:58.657,0.12745076504840427,response
Hope R,2023-01-08 02:52:39.841,Robert,2023-01-10 19:41:59.627,0.12738216858437248,response
Mary I,2023-01-08 02:53:11.567,Mindy L,2023-01-08 02:53:36.019,0.9997841125033962,response
Mary I,2023-01-08 02:53:11.567,Steve W,2023-01-08 02:54:46.717,0.9991601797332155,response
Mary I,2023-01-08 02:53:11.567,Steve W,2023-01-10 02:15:04.017,0.22187914246930665,response
Mary I,2023-01-08 02:53:11.567,Hope R,2023-01-10 15:54:33.078,0.1437349154605099,response
Mary I,2023-01-08 02:53:11.567,Steve W,2023-01-10 16:06:37.192,0.14281881832018864,response
Mary I,2023-01-08 02:53:11.567,Ada T,2023-01-10 19:27:37.980,0.12839099288148936,response
Mary I,2023-01-08 02:53:11.567,Hope R,2023-01-10 19:27:51.981,0.12837512106057902,response
Mary I,2023-01-08 02:53:11.567,Robert,2023-01-10 19:28:12.522,0.128351838912307,response
Mary I,2023-01-08 02:53:11.567,Hope R,2023-01-10 19:28:19.904,0.12834347283316358,response
Mary I,2023-01-08 02:53:11.567,Hope R,2023-01-10 19:28:28.713,0.12833349023721538,response
Mary I,2023-01-08 02:53:11.567,Hope R,2023-01-10 19:28:37.704,0.12832330219464536,response
Mary I,2023-01-08 02:53:11.567,Robert,2023-01-10 19:28:57.527,0.1283008428599822,response
Mary I,2023-01-08 02:53:11.567,Ada T,2023-01-10 19:29:00.548,0.1282974204311254,response
Mary I,2023-01-08 02:53:11.567,Hope R,2023-01-10 19:29:32.279,0.12826147854775877,response
Mary I,2023-01-08 02:53:11.567,Steve W,2023-01-10 19:36:59.704,0.1277557483784666,response
Mindy L,2023-01-08 02:53:36.019,Steve W,2023-01-08 02:54:46.717,0.9993759325014493,response
Mindy L,2023-01-08 02:53:36.019,Mary I,2023-01-08 02:55:24.906,0.9990389914415777,response
Mindy L,2023-01-08 02:53:36.019,Steve W,2023-01-10 02:15:04.017,0.22192705374536845,response
Mindy L,2023-01-08 02:53:36.019,Hope R,2023-01-10 15:54:33.078,0.14376595273214204,response
Mindy L,2023-01-08 02:53:36.019,Steve W,2023-01-10 16:06:37.192,0.1428496577751964,response
Mindy L,2023-01-08 02:53:36.019,Ada T,2023-01-10 19:27:37.980,0.1284187168767929,response
Mindy L,2023-01-08 02:53:36.019,Hope R,2023-01-10 19:27:51.981,0.12840284162861504,response
Mindy L,2023-01-08 02:53:36.019,Robert,2023-01-10 19:28:12.522,0.12837955445293295,response
Mindy L,2023-01-08 02:53:36.019,Hope R,2023-01-10 19:28:19.904,0.12837118656726765,response
Mindy L,2023-01-08 02:53:36.019,Hope R,2023-01-10 19:28:28.713,0.1283612018157365,response
Mindy L,2023-01-08 02:53:36.019,Hope R,2023-01-10 19:28:37.704,0.12835101157322046,response
Mindy L,2023-01-08 02:53:36.019,Robert,2023-01-10 19:28:57.527,0.1283285473888207,response
Mindy L,2023-01-08 02:53:36.019,Ada T,2023-01-10 19:29:00.548,0.12832512422094486,response
Mindy L,2023-01-08 02:53:36.019,Hope R,2023-01-10 19:29:32.279,0.12828917457649947,response
Mindy L,2023-01-08 02:53:36.019,Steve W,2023-01-10 19:36:59.704,0.1277833352028112,response
Steve W,2023-01-08 02:54:46.717,Mary I,2023-01-08 02:55:24.906,0.999662848534857,response
Steve W,2023-01-08 02:54:46.717,Hope R,2023-01-10 15:54:33.078,0.14385572841672728,response
Steve W,2023-01-08 02:54:46.717,Ada T,2023-01-10 19:27:37.980,0.12849890886941756,response
Steve W,2023-01-08 02:54:46.717,Hope R,2023-01-10 19:27:51.981,0.1284830237078266,response
Steve W,2023-01-08 02:54:46.717,Robert,2023-01-10 19:28:12.522,0.12845972199029995,response
Steve W,2023-01-08 02:54:46.717,Hope R,2023-01-10 19:28:19.904,0.1284513488792482,response
Steve W,2023-01-08 02:54:46.717,Hope R,2023-01-10 19:28:28.713,0.12844135789266697,response
Steve W,2023-01-08 02:54:46.717,Hope R,2023-01-10 19:28:37.704,0.12843116128678067,response
Steve W,2023-01-08 02:54:46.717,Robert,2023-01-10 19:28:57.527,0.12840868307445927,response
Steve W,2023-01-08 02:54:46.717,Ada T,2023-01-10 19:29:00.548,0.1284052577689615,response
Steve W,2023-01-08 02:54:46.717,Hope R,2023-01-10 19:29:32.279,0.1283692856755017,response
Steve W,2023-01-08 02:54:46.717,Kyle E,2023-01-10 19:38:15.669,0.12777739245329356,response
Steve W,2023-01-08 02:54:46.717,Ada T,2023-01-10 19:40:58.657,0.12759362983851041,response
Steve W,2023-01-08 02:54:46.717,Robert,2023-01-10 19:41:59.627,0.1275249564818885,response
Steve W,2023-01-08 02:54:46.717,Robert,2023-01-10 19:42:07.629,0.12751594620006879,response
Mary I,2023-01-08 02:55:24.906,Steve W,2023-01-10 02:15:04.017,0.22214053269846412,response
Mary I,2023-01-08 02:55:24.906,Hope R,2023-01-10 15:54:33.078,0.14390424594408766,response
Mary I,2023-01-08 02:55:24.906,Steve W,2023-01-10 16:06:37.192,0.1429870695727996,response
Mary I,2023-01-08 02:55:24.906,Ada T,2023-01-10 19:27:37.980,0.12854224707635217,response
Mary I,2023-01-08 02:55:24.906,Hope R,2023-01-10 19:27:51.981,0.1285263565572494,response
Mary I,2023-01-08 02:55:24.906,Robert,2023-01-10 19:28:12.522,0.12850304698086484,response
Mary I,2023-01-08 02:55:24.906,Hope R,2023-01-10 19:28:19.904,0.12849467104585438,response
Mary I,2023-01-08 02:55:24.906,Hope R,2023-01-10 19:28:28.713,0.12848467668966132,response
Mary I,2023-01-08 02:55:24.906,Hope R,2023-01-10 19:28:37.704,0.1284744766448149,response
Mary I,2023-01-08 02:55:24.906,Robert,2023-01-10 19:28:57.527,0.12845199085137526,response
Mary I,2023-01-08 02:55:24.906,Ada T,2023-01-10 19:29:00.548,0.1284485643906413,response
Mary I,2023-01-08 02:55:24.906,Hope R,2023-01-10 19:29:32.279,0.12841258016504717,response
Mary I,2023-01-08 02:55:24.906,Steve W,2023-01-10 19:36:59.704,0.12790625420778062,response
Mary I,2023-01-08 02:55:24.906,Steve W,2023-01-10 19:37:19.358,0.1278840587025616,response
Mary I,2023-01-08 02:55:24.906,Kyle E,2023-01-10 19:38:15.669,0.12782048731786808,response
Steve W,2023-01-10 02:15:04.017,Hope R,2023-01-10 15:54:33.078,0.6478072425414805,response
Steve W,2023-01-10 02:15:04.017,Ada T,2023-01-10 19:27:37.980,0.5786528262756835,response
Steve W,2023-01-10 02:15:04.017,Hope R,2023-01-10 19:27:51.981,0.5785812926437536,response
Steve W,2023-01-10 02:15:04.017,Robert,2023-01-10 19:28:12.522,0.5784763609768427,response
